customer_id,name,lat,lng,address,dwelling_type,current_item,drop_location_text,photo_filename,preferred_time_slot,depot_id,is_active
C0284,西村 真由美,34.989791,135.812719,京都市山科区竹鼻地蔵寺南町4丁目1-16 エクセレンス603号,集合住宅,Lovyu 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0285,福田 次郎,34.952522,135.762418,京都市伏見区深草西浦町3丁目5-10,戸建て,プチママ 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0286,村上 次郎,34.974289,135.815852,京都市山科区大宅細田町1丁目29-2,戸建て,キットde楽! 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0287,近藤 拓也,34.933562,135.802946,宇治市木幡南端4丁目20-17,戸建て,定番 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0288,青木 翔太,34.956492,135.816615,京都市伏見区石田大受町2丁目26-14,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0289,井上 俊介,34.981015,135.815182,京都市山科区東野中井手町1丁目25-10,戸建て,Lovyu 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0290,坂本 拓也,34.986792,135.809676,京都市山科区音羽役所前3丁目27-6,戸建て,定番 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0291,斉藤 修,34.961388,135.765996,京都市伏見区竹田真幡木町1丁目14-17,戸建て,キットde楽! 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0292,福田 雅人,34.946398,135.758919,京都市伏見区深草西浦町2丁目19-4 グランドメゾン203号,集合住宅,キットde楽! 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0293,中島 友美,34.990658,135.81931,京都市山科区音羽前出町4丁目32-13,戸建て,プチママ 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0294,山口 健一,34.942404,135.808957,京都市伏見区醍醐多羅尾町2丁目15-11 ライオンズマンション405号,集合住宅,プチママ 3人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0295,佐藤 麻衣,34.958017,135.814957,京都市伏見区石田森南町2丁目4-6 ライオンズマンション607号,集合住宅,ベジミール,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0296,池田 太郎,34.954288,135.814233,京都市伏見区石田森南町1丁目2-6,戸建て,定番 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0297,青木 直人,34.958525,135.808587,京都市伏見区石田大受町2丁目29-3,戸建て,Lovyu 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0298,村上 直樹,34.989796,135.818437,京都市山科区竹鼻地蔵寺南町4丁目9-18 ファミール306号,集合住宅,Cut Meal 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0299,加藤 恵美,34.952895,135.80863,京都市伏見区醍醐多羅尾町3丁目29-1,戸建て,プチママ 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0300,中村 友美,34.957385,135.808197,京都市伏見区醍醐川久保町1丁目2-11,戸建て,定番 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0301,青木 久美子,34.962724,135.813538,京都市伏見区石田森南町4丁目20-3,戸建て,食番 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0302,石井 俊介,34.969276,135.815628,京都市山科区椥辻草海道町4丁目27-9 ベルメゾン606号,集合住宅,定番 3人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0303,遠藤 俊介,34.978912,135.809197,京都市山科区勧修寺平田町3丁目7-6,戸建て,定番 3人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0304,斉藤 陽子,34.94569,135.810339,京都市伏見区石田大受町4丁目21-15,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0305,山口 真由美,34.936359,135.799839,宇治市木幡南端4丁目16-13,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0306,山口 達也,34.95585,135.758083,京都市伏見区深草キトロ町4丁目24-12,戸建て,Lovyu 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0307,福田 香織,34.975265,135.812251,京都市山科区大宅神納町4丁目5-7,戸建て,ベジミール,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0308,岡田 次郎,34.95041,135.810677,京都市伏見区小栗栖中山田町4丁目30-3,戸建て,食番 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0309,近藤 俊介,34.964256,135.767424,京都市伏見区深草瓦町3丁目12-8,戸建て,Lovyu 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0310,佐藤 直人,34.957761,135.810842,京都市伏見区小栗栖中山田町3丁目12-18,戸建て,Cut Meal 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0311,鈴木 優子,34.976369,135.811179,京都市山科区椥辻中在家町3丁目9-18,戸建て,Lovyu 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0312,藤井 友美,34.956472,135.809314,京都市伏見区小栗栖中山田町4丁目23-1,戸建て,ベジミール,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0313,村上 花子,34.990484,135.809826,京都市山科区音羽中堀町2丁目18-5,戸建て,食番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0314,前田 翔太,34.930223,135.803217,宇治市木幡御蔵山平野部3丁目24-4,戸建て,ベジミール,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0315,小林 直人,34.968921,135.806297,京都市山科区勧修寺平田町1丁目30-11,戸建て,定番 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0316,坂本 美咲,34.968091,135.816904,京都市山科区椥辻中在家町3丁目19-10,戸建て,Lovyu 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0317,伊藤 和也,34.974754,135.818518,京都市山科区勧修寺東栗栖野町2丁目16-2 パセオ304号,集合住宅,定番 3人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0318,太田 恵美,34.948269,135.763358,京都市伏見区墨染町1丁目28-6,戸建て,プチママ 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0319,金子 直樹,34.95585,135.765356,京都市伏見区深草キトロ町4丁目14-18,戸建て,Lovyu 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0320,村上 真由美,34.974322,135.808093,京都市山科区大宅神納町4丁目10-18,戸建て,キットde楽! 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0321,山田 恵美,34.973832,135.815798,京都市山科区東野百拍子町3丁目27-11,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0322,岡田 浩,34.928994,135.801343,宇治市木幡南端4丁目8-16,戸建て,Lovyu 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0323,池田 拓也,34.982906,135.813834,京都市山科区大宅御所田町4丁目24-12,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0324,村上 明美,34.987902,135.813883,京都市山科区音羽平林町1丁目30-17,戸建て,プチママ 3人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0325,渡辺 修,34.971301,135.81334,京都市山科区西野今屋敷町1丁目13-17,戸建て,食番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0326,吉田 友美,34.939957,135.80361,宇治市六地蔵奈良町4丁目20-4,戸建て,プチママ 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0327,木村 健一,34.98922,135.811506,京都市山科区音羽中堀町2丁目25-16,戸建て,キットde楽! 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0328,中川 花子,34.970784,135.817777,京都市山科区椥辻平田町2丁目22-18,戸建て,キットde楽! 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0329,福田 裕子,34.944498,135.813546,京都市伏見区石田大受町3丁目14-11,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0330,石川 裕子,34.991252,135.810977,京都市山科区音羽役所前2丁目30-11,戸建て,キットde楽! 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0331,渡辺 明美,34.935571,135.798748,宇治市木幡東中1丁目1-14,戸建て,プチママ 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0332,遠藤 友美,34.974082,135.815415,京都市山科区勧修寺東栗栖野町4丁目12-14,戸建て,プチママ 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0333,三浦 幸子,34.958178,135.813255,京都市伏見区小栗栖中山田町3丁目10-18,戸建て,Cut Meal 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0334,岡田 優子,34.963018,135.764578,京都市伏見区墨染町1丁目7-8,戸建て,Lovyu 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0335,三浦 次郎,34.991901,135.818435,京都市山科区竹鼻堂ノ前町2丁目24-12,戸建て,プチママ 3人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0336,山本 拓也,34.956869,135.809153,京都市伏見区石田大受町3丁目5-4 エクセレンス108号,集合住宅,ベジミール,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0337,小川 優子,34.960971,135.761586,京都市伏見区竹田真幡木町2丁目17-14 グランドメゾン204号,集合住宅,Lovyu 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0338,福田 麻衣,34.988441,135.817837,京都市山科区音羽前出町4丁目6-1,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0339,佐藤 剛,34.934479,135.805847,宇治市六地蔵町並3丁目16-8 パセオ407号,集合住宅,食番 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0340,佐々木 誠,34.98607,135.81621,京都市山科区音羽平林町1丁目21-14,戸建て,食番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0341,山口 剛,34.949808,135.813937,京都市伏見区小栗栖森本町1丁目28-8 パセオ202号,集合住宅,ベジミール,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0342,加藤 香織,34.988186,135.818106,京都市山科区竹鼻竹ノ街道町2丁目29-8,戸建て,キットde楽! 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0343,吉田 真由美,34.934392,135.808731,宇治市六地蔵奈良町3丁目6-4 ファミール206号,集合住宅,プチママ 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0344,高橋 翔太,34.955371,135.810809,京都市伏見区石田森南町3丁目1-6 ファミール506号,集合住宅,ベジミール,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0345,後藤 友美,34.944316,135.808975,京都市伏見区醍醐川久保町2丁目15-7,戸建て,定番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0346,岡田 誠,34.949473,135.810058,京都市伏見区小栗栖中山田町2丁目28-10,戸建て,Lovyu 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0347,山口 優子,34.986976,135.809613,京都市山科区竹鼻竹ノ街道町1丁目27-3,戸建て,Lovyu 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0348,山口 和也,34.936334,135.807402,宇治市六地蔵町並3丁目5-1 パセオ204号,集合住宅,ベジミール,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0349,村上 美咲,34.932034,135.801409,宇治市木幡南端2丁目26-3 ベルメゾン101号,集合住宅,食番 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0350,藤井 浩,34.971964,135.806746,京都市山科区椥辻中在家町4丁目30-4 ファミール307号,集合住宅,ベジミール,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
